"threshold","metric","estimator","estimate","outer_fold","model","mtry","max.depth","feat_thresh"
0,"accuracy","binary",0,"236","rf",16,13,75
0.05,"accuracy","binary",1,"236","rf",16,13,75
0.1,"accuracy","binary",1,"236","rf",16,13,75
0.15,"accuracy","binary",1,"236","rf",16,13,75
0.2,"accuracy","binary",1,"236","rf",16,13,75
0.25,"accuracy","binary",1,"236","rf",16,13,75
0.3,"accuracy","binary",1,"236","rf",16,13,75
0.35,"accuracy","binary",1,"236","rf",16,13,75
0.4,"accuracy","binary",1,"236","rf",16,13,75
0.45,"accuracy","binary",1,"236","rf",16,13,75
0.5,"accuracy","binary",1,"236","rf",16,13,75
0.55,"accuracy","binary",1,"236","rf",16,13,75
0.6,"accuracy","binary",1,"236","rf",16,13,75
0.65,"accuracy","binary",1,"236","rf",16,13,75
0.7,"accuracy","binary",1,"236","rf",16,13,75
0.75,"accuracy","binary",1,"236","rf",16,13,75
0.8,"accuracy","binary",1,"236","rf",16,13,75
0.85,"accuracy","binary",1,"236","rf",16,13,75
0.9,"accuracy","binary",1,"236","rf",16,13,75
0.95,"accuracy","binary",1,"236","rf",16,13,75
1,"accuracy","binary",1,"236","rf",16,13,75
0,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.05,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.1,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.15,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.2,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.25,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.3,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.35,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.4,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.45,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.5,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.55,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.6,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.65,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.7,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.75,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.8,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.85,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.9,"bal_accuracy","binary",NA,"236","rf",16,13,75
0.95,"bal_accuracy","binary",NA,"236","rf",16,13,75
1,"bal_accuracy","binary",NA,"236","rf",16,13,75
0,"kap","binary",0,"236","rf",16,13,75
0.05,"kap","binary",NA,"236","rf",16,13,75
0.1,"kap","binary",NA,"236","rf",16,13,75
0.15,"kap","binary",NA,"236","rf",16,13,75
0.2,"kap","binary",NA,"236","rf",16,13,75
0.25,"kap","binary",NA,"236","rf",16,13,75
0.3,"kap","binary",NA,"236","rf",16,13,75
0.35,"kap","binary",NA,"236","rf",16,13,75
0.4,"kap","binary",NA,"236","rf",16,13,75
0.45,"kap","binary",NA,"236","rf",16,13,75
0.5,"kap","binary",NA,"236","rf",16,13,75
0.55,"kap","binary",NA,"236","rf",16,13,75
0.6,"kap","binary",NA,"236","rf",16,13,75
0.65,"kap","binary",NA,"236","rf",16,13,75
0.7,"kap","binary",NA,"236","rf",16,13,75
0.75,"kap","binary",NA,"236","rf",16,13,75
0.8,"kap","binary",NA,"236","rf",16,13,75
0.85,"kap","binary",NA,"236","rf",16,13,75
0.9,"kap","binary",NA,"236","rf",16,13,75
0.95,"kap","binary",NA,"236","rf",16,13,75
1,"kap","binary",NA,"236","rf",16,13,75
0,"f_meas","binary",NA,"236","rf",16,13,75
0.05,"f_meas","binary",NA,"236","rf",16,13,75
0.1,"f_meas","binary",NA,"236","rf",16,13,75
0.15,"f_meas","binary",NA,"236","rf",16,13,75
0.2,"f_meas","binary",NA,"236","rf",16,13,75
0.25,"f_meas","binary",NA,"236","rf",16,13,75
0.3,"f_meas","binary",NA,"236","rf",16,13,75
0.35,"f_meas","binary",NA,"236","rf",16,13,75
0.4,"f_meas","binary",NA,"236","rf",16,13,75
0.45,"f_meas","binary",NA,"236","rf",16,13,75
0.5,"f_meas","binary",NA,"236","rf",16,13,75
0.55,"f_meas","binary",NA,"236","rf",16,13,75
0.6,"f_meas","binary",NA,"236","rf",16,13,75
0.65,"f_meas","binary",NA,"236","rf",16,13,75
0.7,"f_meas","binary",NA,"236","rf",16,13,75
0.75,"f_meas","binary",NA,"236","rf",16,13,75
0.8,"f_meas","binary",NA,"236","rf",16,13,75
0.85,"f_meas","binary",NA,"236","rf",16,13,75
0.9,"f_meas","binary",NA,"236","rf",16,13,75
0.95,"f_meas","binary",NA,"236","rf",16,13,75
1,"f_meas","binary",NA,"236","rf",16,13,75
0,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.05,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.1,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.15,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.2,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.25,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.3,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.35,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.4,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.45,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.5,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.55,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.6,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.65,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.7,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.75,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.8,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.85,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.9,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0.95,"f_meas_beta2","binary",NA,"236","rf",16,13,75
1,"f_meas_beta2","binary",NA,"236","rf",16,13,75
0,"j_index","binary",NA,"236","rf",16,13,75
0.05,"j_index","binary",NA,"236","rf",16,13,75
0.1,"j_index","binary",NA,"236","rf",16,13,75
0.15,"j_index","binary",NA,"236","rf",16,13,75
0.2,"j_index","binary",NA,"236","rf",16,13,75
0.25,"j_index","binary",NA,"236","rf",16,13,75
0.3,"j_index","binary",NA,"236","rf",16,13,75
0.35,"j_index","binary",NA,"236","rf",16,13,75
0.4,"j_index","binary",NA,"236","rf",16,13,75
0.45,"j_index","binary",NA,"236","rf",16,13,75
0.5,"j_index","binary",NA,"236","rf",16,13,75
0.55,"j_index","binary",NA,"236","rf",16,13,75
0.6,"j_index","binary",NA,"236","rf",16,13,75
0.65,"j_index","binary",NA,"236","rf",16,13,75
0.7,"j_index","binary",NA,"236","rf",16,13,75
0.75,"j_index","binary",NA,"236","rf",16,13,75
0.8,"j_index","binary",NA,"236","rf",16,13,75
0.85,"j_index","binary",NA,"236","rf",16,13,75
0.9,"j_index","binary",NA,"236","rf",16,13,75
0.95,"j_index","binary",NA,"236","rf",16,13,75
1,"j_index","binary",NA,"236","rf",16,13,75
0,"mcc","binary",NA,"236","rf",16,13,75
0.05,"mcc","binary",NA,"236","rf",16,13,75
0.1,"mcc","binary",NA,"236","rf",16,13,75
0.15,"mcc","binary",NA,"236","rf",16,13,75
0.2,"mcc","binary",NA,"236","rf",16,13,75
0.25,"mcc","binary",NA,"236","rf",16,13,75
0.3,"mcc","binary",NA,"236","rf",16,13,75
0.35,"mcc","binary",NA,"236","rf",16,13,75
0.4,"mcc","binary",NA,"236","rf",16,13,75
0.45,"mcc","binary",NA,"236","rf",16,13,75
0.5,"mcc","binary",NA,"236","rf",16,13,75
0.55,"mcc","binary",NA,"236","rf",16,13,75
0.6,"mcc","binary",NA,"236","rf",16,13,75
0.65,"mcc","binary",NA,"236","rf",16,13,75
0.7,"mcc","binary",NA,"236","rf",16,13,75
0.75,"mcc","binary",NA,"236","rf",16,13,75
0.8,"mcc","binary",NA,"236","rf",16,13,75
0.85,"mcc","binary",NA,"236","rf",16,13,75
0.9,"mcc","binary",NA,"236","rf",16,13,75
0.95,"mcc","binary",NA,"236","rf",16,13,75
1,"mcc","binary",NA,"236","rf",16,13,75
0,"sens","binary",NA,"236","rf",16,13,75
0.05,"sens","binary",NA,"236","rf",16,13,75
0.1,"sens","binary",NA,"236","rf",16,13,75
0.15,"sens","binary",NA,"236","rf",16,13,75
0.2,"sens","binary",NA,"236","rf",16,13,75
0.25,"sens","binary",NA,"236","rf",16,13,75
0.3,"sens","binary",NA,"236","rf",16,13,75
0.35,"sens","binary",NA,"236","rf",16,13,75
0.4,"sens","binary",NA,"236","rf",16,13,75
0.45,"sens","binary",NA,"236","rf",16,13,75
0.5,"sens","binary",NA,"236","rf",16,13,75
0.55,"sens","binary",NA,"236","rf",16,13,75
0.6,"sens","binary",NA,"236","rf",16,13,75
0.65,"sens","binary",NA,"236","rf",16,13,75
0.7,"sens","binary",NA,"236","rf",16,13,75
0.75,"sens","binary",NA,"236","rf",16,13,75
0.8,"sens","binary",NA,"236","rf",16,13,75
0.85,"sens","binary",NA,"236","rf",16,13,75
0.9,"sens","binary",NA,"236","rf",16,13,75
0.95,"sens","binary",NA,"236","rf",16,13,75
1,"sens","binary",NA,"236","rf",16,13,75
0,"spec","binary",0,"236","rf",16,13,75
0.05,"spec","binary",1,"236","rf",16,13,75
0.1,"spec","binary",1,"236","rf",16,13,75
0.15,"spec","binary",1,"236","rf",16,13,75
0.2,"spec","binary",1,"236","rf",16,13,75
0.25,"spec","binary",1,"236","rf",16,13,75
0.3,"spec","binary",1,"236","rf",16,13,75
0.35,"spec","binary",1,"236","rf",16,13,75
0.4,"spec","binary",1,"236","rf",16,13,75
0.45,"spec","binary",1,"236","rf",16,13,75
0.5,"spec","binary",1,"236","rf",16,13,75
0.55,"spec","binary",1,"236","rf",16,13,75
0.6,"spec","binary",1,"236","rf",16,13,75
0.65,"spec","binary",1,"236","rf",16,13,75
0.7,"spec","binary",1,"236","rf",16,13,75
0.75,"spec","binary",1,"236","rf",16,13,75
0.8,"spec","binary",1,"236","rf",16,13,75
0.85,"spec","binary",1,"236","rf",16,13,75
0.9,"spec","binary",1,"236","rf",16,13,75
0.95,"spec","binary",1,"236","rf",16,13,75
1,"spec","binary",1,"236","rf",16,13,75
0,"precision","binary",0,"236","rf",16,13,75
0.05,"precision","binary",NA,"236","rf",16,13,75
0.1,"precision","binary",NA,"236","rf",16,13,75
0.15,"precision","binary",NA,"236","rf",16,13,75
0.2,"precision","binary",NA,"236","rf",16,13,75
0.25,"precision","binary",NA,"236","rf",16,13,75
0.3,"precision","binary",NA,"236","rf",16,13,75
0.35,"precision","binary",NA,"236","rf",16,13,75
0.4,"precision","binary",NA,"236","rf",16,13,75
0.45,"precision","binary",NA,"236","rf",16,13,75
0.5,"precision","binary",NA,"236","rf",16,13,75
0.55,"precision","binary",NA,"236","rf",16,13,75
0.6,"precision","binary",NA,"236","rf",16,13,75
0.65,"precision","binary",NA,"236","rf",16,13,75
0.7,"precision","binary",NA,"236","rf",16,13,75
0.75,"precision","binary",NA,"236","rf",16,13,75
0.8,"precision","binary",NA,"236","rf",16,13,75
0.85,"precision","binary",NA,"236","rf",16,13,75
0.9,"precision","binary",NA,"236","rf",16,13,75
0.95,"precision","binary",NA,"236","rf",16,13,75
1,"precision","binary",NA,"236","rf",16,13,75
0,"distance","binary",NA,"236","rf",16,13,75
0.05,"distance","binary",NA,"236","rf",16,13,75
0.1,"distance","binary",NA,"236","rf",16,13,75
0.15,"distance","binary",NA,"236","rf",16,13,75
0.2,"distance","binary",NA,"236","rf",16,13,75
0.25,"distance","binary",NA,"236","rf",16,13,75
0.3,"distance","binary",NA,"236","rf",16,13,75
0.35,"distance","binary",NA,"236","rf",16,13,75
0.4,"distance","binary",NA,"236","rf",16,13,75
0.45,"distance","binary",NA,"236","rf",16,13,75
0.5,"distance","binary",NA,"236","rf",16,13,75
0.55,"distance","binary",NA,"236","rf",16,13,75
0.6,"distance","binary",NA,"236","rf",16,13,75
0.65,"distance","binary",NA,"236","rf",16,13,75
0.7,"distance","binary",NA,"236","rf",16,13,75
0.75,"distance","binary",NA,"236","rf",16,13,75
0.8,"distance","binary",NA,"236","rf",16,13,75
0.85,"distance","binary",NA,"236","rf",16,13,75
0.9,"distance","binary",NA,"236","rf",16,13,75
0.95,"distance","binary",NA,"236","rf",16,13,75
1,"distance","binary",NA,"236","rf",16,13,75
