"spectral_NDVI_endSnowfree","spectral_NDVI_startSnowfree","spectral_NDWI_endSnowfree","spectral_green_earlySummer","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","site_code","presence_absence"
982.957053141295,-140.44736478825,-1993.87182250792,1373.44553982622,0,378.608401920878,1187.64549310068,29.9361618340827,"nonveg_941","absence"
772.829001725874,202.221024295339,-3033.32915953977,1512.44547512044,0,281.49619685919,1199.8558811605,40.8259343626038,"nonveg_954","absence"
4075.8290264968,3142.83849004883,-4978.06514033362,838.423111615102,0,3451.2468571434,2360.08710124844,60.2167046540209,"USA.InteriorAlaska.BROWNSCREEK","presence"
354.670322535747,123.782833890802,-907.125510269183,1117.2042054326,0,95.9274567911246,1314.14676457864,-11.1863784944505,"nonveg_1469","absence"
1589.40364606265,1485.93360976979,-1635.71797437118,1724.60116221122,0,1015.34998582903,368.420393605546,-7.73359724925568,"nonveg_543","absence"
1990.00570606713,1184.49294149688,-1566.06587758256,1586.1029132526,0,903.347465813656,544.348005972384,6.06964695102207,"nonveg_540","absence"
5458.83145734003,5298.07534835404,-5389.01120313923,162.453057043371,0,1354.77136073384,1559.51782912057,-22.1725081815102,"nonveg_1607","absence"
1930.14547525261,-223.532074425747,-863.182168197862,1778.29179318142,0,601.337815420196,2515.05270567258,18.3065014453048,"nonveg_602","absence"
4808.52832613288,2541.35576232052,-6336.15115577838,740.828932161717,0,2574.49158192523,3269.54422990233,33.1531930965463,"Russia.Tiksi.WetFen","absence"
2424.64493997877,1872.99348205553,5419.0390789684,296.418954409484,0,295.726003925924,1111.09189410638,7.16286631679247,"nonveg_1880","absence"
2981.19576204184,1909.23104124997,-2912.16606737224,1058.34613677159,0,1562.37072782752,848.653437750502,4.74560705823245,"Russia.Tiksi.BareSoil","absence"
4132.57636021427,-413.859601591125,-3687.87528873264,1496.85016828604,0,210.249431399657,7625.97203381105,-200.683474573975,"nonveg_1353","absence"
1052.605916572,-88.5977510148656,-1637.5825381407,1244.2370997811,0,512.000445039447,808.455489892422,29.9427959219415,"nonveg_984","absence"
-728.261914644269,-129.166951435636,5551.65483209724,438.875453562904,0,219.775770074987,1099.52173065539,43.9808692262157,"nonveg_1736","absence"
1189.51070034423,649.93797581921,-1892.6810122967,1558.35351125295,0,535.638675449707,790.558991544344,9.04914346767049,"nonveg_935","absence"
3330.5612134053,1949.18978265204,-3442.27353387744,901.982244164746,0,1414.02835372964,3491.60655179806,47.1426285616223,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
2376.50584670416,1719.88412972175,-1285.76791050401,941.864873586472,0,1106.83690572301,371.85268408214,8.97482490024802,"nonveg_745","absence"
1385.64284149213,448.411623300801,-1314.67103180443,1980.22087318531,0,695.856730864999,623.890434002269,4.26572639294841,"nonveg_861","absence"
283.716502422362,-308.162892815312,-1394.69142818249,1374.78664256168,0,75.0141507409531,836.888579965584,27.8962859988528,"nonveg_572","absence"
4916.47067200311,3530.78318105393,-5189.05838205697,782.374186131369,0,2637.78112218194,1270.04497877569,10.0536674727115,"Canada.PayneLake.TD2","presence"
1273.36523768539,586.375854898846,-753.310897655434,1596.01195898615,0,353.012626167538,891.817346878259,5.2835359237787,"nonveg_956","absence"
1544.82790763282,533.537710112643,-1476.96619849913,970.766159635316,0,520.561913391969,714.293313992698,1.95245242040018,"Canada.Ivujivik.RTP13","presence"
214.963431071887,482.047513940506,-2296.9947237621,2133.49092433041,0,540.540081602998,570.814463055758,8.24749274219559,"nonveg_916","absence"
5675.9353550916,4552.83878489944,-5940.59496732521,615.366462445485,0,3584.68958575981,1392.2052104113,38.6723669558695,"Sweden.Abisko.NF-DryHeath","presence"
5286.24531385474,3385.32353283096,-5584.93392307378,751.243534116517,0,2672.40483296037,1812.43360191309,35.8052336240206,"Canada.PayneLake.TDA2","presence"
3440.62505175319,1135.8025886434,-4313.85450562527,912.660349895343,0,1350.19628547233,2003.95987789279,32.7607505291247,"USA.NorthSlope.WestDock-C14","presence"
3392.27720233432,2558.84970873299,-4441.01454625635,714.527617404399,0,958.143483390686,232.639151381715,3.74326359792742,"Canada.ChukotkaRiver.TPO5","presence"
4009.32717403193,2431.17652123887,-3459.91899324544,770.439004619315,0,1502.22003771398,1513.86426637015,31.9611581416661,"Finland.Kevo.3","presence"
1237.17271161853,470.134733501941,-1417.31744181399,615.713980194772,0,389.580355794521,1110.00203637248,-29.2323309515371,"nonveg_659","absence"
4032.32969563705,3764.31724085399,-6423.37367351101,808.960621390103,0,3358.9322828935,3619.19303535628,38.7298016089679,"USA.YukonKuskokwimDelta.B","presence"
4501.47744969024,3516.98484676382,-5314.38839559609,726.897869336408,0,3059.3309803045,1692.35774663102,28.1817483675361,"USA.SewardPeninsula.18","presence"
3081.62080011838,1807.38185033888,-3136.42812329882,1555.53770249397,0,153.104730373461,810.547937919662,16.8864153733263,"nonveg_730","absence"
5167.78313252561,3486.35749301875,-5310.60533367156,746.922164015468,0,2608.84474424698,1056.55930622532,-0.0166915587404262,"Finland.Kilpisjarvi.18","presence"
4150.53261747896,3629.90490421991,-5781.041457997,811.121383328258,0,2826.29522324919,1560.19234922515,17.9620628652988,"USA.YukonKuskokwimDelta.U","presence"
1025.86611454158,-51.4013325821925,-1334.7810337081,2174.37269796028,0,406.326696724574,555.808400517822,-8.94214471781982,"nonveg_1473","absence"
5498.7140939928,4508.32482927422,-5568.48669841193,645.907241535693,0,2933.35441167478,1305.04529979663,13.0756234340669,"Sweden.Abisko.NT-BirchShrub","presence"
2563.22850849642,548.815814771341,-1884.05151958236,1213.85531752541,0,703.859377403903,1566.9875952264,62.0170128533411,"nonveg_719","absence"
5675.9353550916,4552.83878489944,-5940.59496732521,615.366462445485,0,3584.68958575981,1392.2052104113,38.6723669558695,"Sweden.Abisko.NF-DryHeath","presence"
431.825557117451,238.879487424688,-470.391885556174,1188.00358422975,0,108.800198749689,1811.89233724524,-73.638942209164,"nonveg_670","absence"
-728.261914644269,-129.166951435636,5551.65483209724,438.875453562904,0,219.775770074987,1099.52173065539,43.9808692262157,"nonveg_1736","absence"
793.645710616558,1109.64384254942,-1798.96926370017,1206.13238029647,0,629.838816784268,854.560245328982,-11.5922750515805,"nonveg_869","absence"
3702.49695274265,3084.86893404818,-5007.61286392682,839.298565912624,0,2590.44257899292,1071.04791333563,6.87601450504698,"USA.NorthSlope.11","presence"
3081.62080011838,1807.38185033888,-3136.42812329882,1555.53770249397,0,153.104730373461,810.547937919662,16.8864153733263,"nonveg_730","absence"
7463.25050865413,5612.18105822217,-6977.84734376612,560.25246562828,1,4075.5227220122,2820.37551076912,49.8227959472989,"Finland.Kevo.4","presence"
1385.64284149213,448.411623300801,-1314.67103180443,1980.22087318531,0,695.856730864999,623.890434002269,4.26572639294841,"nonveg_861","absence"
645.918609523707,739.017787622415,-1576.48589269194,2154.46672064049,0,493.983339495739,661.464833738029,24.8965290143111,"nonveg_876","absence"
4702.36495132464,3189.39468446924,-4827.5012107149,713.777084819234,0,2425.07571607841,1094.96340914939,15.3301934866609,"Russia.Yamal.VaskinyDachi-3","presence"
1147.53395886851,1358.83424480678,-1385.56523575037,1008.36967827423,0,250.570372834755,1053.50939213856,-49.1948007612204,"nonveg_535","absence"
3957.44616860154,3315.19530863083,-4699.65131718971,672.484964903488,0,2049.90657617752,1306.10093640926,11.5686667749621,"Canada.LeRoyLake.TD4","presence"
5514.34767965147,4507.26985297661,-6016.43184716234,368.551441209257,0,2872.04023423739,1857.20328191442,-15.0335157954875,"Finland.Javrresduottar.A-Sphagnum","absence"
1441.81141835512,1105.83119766551,-2891.28873622414,1175.9011637661,0,792.91280435232,473.226595917885,0.0963972098319404,"Canada.EllefRingnesIsland.Isachsen-C02","absence"
5558.4250051503,4487.71987155797,-6139.16451537145,629.39937563796,0,3647.76785178569,1956.79162060068,21.4132468614668,"Sweden.Abisko.NT-SparseVeg","presence"
-921.656368214507,-1377.92739577023,9113.24216254511,988.25406781084,0,116.780175828049,969.211954504586,17.622035536447,"nonveg_1344","absence"
4871.05512059645,3020.77444103911,-5203.28109320917,860.784078777407,0,2965.43616793433,2075.21472583691,23.7837592939429,"Canada.BonifaceRiver.LSA6","presence"
1958.43240539102,1193.82519807482,10000,500.121568640859,0,112.414461154004,1712.3858499712,8.43515121627063,"nonveg_991","absence"
5501.08406096107,4088.26196613046,-6299.73511583422,657.156425657522,0,2943.8936215401,2343.29639866025,56.7250742065867,"Finland.Javrresduottar.A-Sedge","absence"
1052.605916572,-88.5977510148656,-1637.5825381407,1244.2370997811,0,512.000445039447,808.455489892422,29.9427959219415,"nonveg_984","absence"
5713.53067937077,3420.285889233,-5430.61368843113,505.69795380266,0,3158.20343902527,1308.58543162109,9.08448281558475,"Finland.Javrresduottar.EC-Sphagnum","presence"
6177.43478079276,3976.72207797579,-6313.60377287185,744.763780695905,0,3919.0937376979,2958.79758483998,95.4450833819349,"USA.Kougaork.TallShrub","presence"
3256.75368158565,2621.88668502665,-5115.29918237568,702.264418020438,1,2174.94033776998,3281.70181262482,22.0147808904126,"USA.InteriorAlaska.23","presence"
5965.15267522081,4993.8133350436,-6530.94199470167,560.414425907062,1,3333.21966476193,2719.23497238018,44.2590155965143,"USA.InteriorAlaska.21","presence"
2295.54329326965,1986.15692140099,-1195.22288009065,1732.87792860946,0,1256.53116619759,870.385400096035,4.49169480424544,"nonveg_863","absence"
1569.20688216603,275.065792901099,-901.29791365899,1674.35732145492,0,750.412593015456,800.72771476845,2.26893280306003,"nonveg_809","absence"
1639.95832174781,1480.31075028541,-1128.87834897525,938.006793526095,0,1773.565703656,1104.18781835562,-15.5226610080506,"nonveg_647","absence"
1441.81141835512,1105.83119766551,-2891.28873622414,1175.9011637661,0,792.91280435232,473.226595917885,0.0963972098319404,"Canada.EllefRingnesIsland.Isachsen-C02","absence"
5162.11891795507,4702.92761870355,-5752.67695228455,495.965157715622,1,3443.47039625428,2175.5051547595,37.0289987486009,"USA.InteriorAlaska.2","presence"
4860.63730146812,4330.1841940082,-5812.11722649713,763.107328911549,1,2945.09154131187,2334.18339640879,37.5062299559355,"Canada.Yukon.SOUTHSTONEBOY","presence"
5264.45813673212,3191.77843523806,-5578.95436114442,755.249106257042,0,2883.09384672938,1902.57940403862,32.1668025855911,"Russia.Tiksi.DryFen","presence"
4758.72922176684,3430.25829492002,-5240.1570855333,652.26092939178,0,2462.42081686769,2057.24470912582,73.4730253259221,"USA.NorthSlope.10","presence"
3308.43178369331,2110.46165066559,-5083.94890775931,840.873462374782,0,1903.56693060921,1716.59082681683,22.186268601942,"Russia.Tiksi.LichenTundra","presence"
4572.53586539943,3543.29706718996,-5856.02073006913,769.10638445945,0,2687.70063673622,2137.68958184189,49.1841151864129,"Russia.Yamal.Kharasavey-1","presence"
5525.70295337914,2969.65943225068,-5398.2393293773,661.076801613843,0,2152.83019178751,1978.07866845698,30.1441005882604,"Russia.Kytalyk.T3","presence"
3611.19937886837,2529.59861630041,-4020.88704531064,820.682615025709,1,1693.20766728187,1073.12577550763,6.75823141586536,"Canada.ClearwaterLake.LS1","presence"
5451.44293212241,3873.93295111777,-5025.02798254829,867.030793843425,0,3102.27048611991,1330.96808083015,34.4387938826179,"Finland.Kevo.8","presence"
4578.09876380674,3976.63084051871,-5730.86498896058,731.781627552053,0,3207.33117032494,1999.87918795146,27.9959451028136,"USA.InteriorAlaska.FRYINGPAN","absence"
7268.74666099476,5340.54311232779,-6472.50320966105,526.006406634597,1,3367.63581400452,2064.86778677673,46.3783060881168,"Finland.Kevo.7","presence"
1204.84059092413,970.916894125575,-1452.75706327078,2599.13839157985,0,780.610391315967,628.599360522815,-0.0433330888522175,"nonveg_643","absence"
5566.93149170571,3515.61906500363,-6346.0062361854,677.577468233915,0,3773.16649914455,2904.14864904241,39.6936297597433,"USA.YukonKuskokwimDelta.15B6","presence"
5749.13955225223,4394.80745984455,-6627.35222052176,573.887324376219,1,3622.58893826606,3302.09147101096,50.4226642121966,"Canada.BonifaceRiver.AB8","presence"
82.0524238949046,-599.95160135205,-908.535590297881,1219.66097439463,0,4.64846573718214,1102.84408891115,7.91282914697915,"nonveg_703","absence"
722.844979973734,-902.478234546467,-2598.13717531811,807.072181267696,0,345.5638700424,2330.45166047222,50.2163013022959,"nonveg_666","absence"
-59.7008677270329,12.5590284437971,-1405.52702387874,1075.1278861105,0,-83.1501062017513,238.354551054738,0.675901969295587,"nonveg_582","absence"
5649.56913456104,3866.60397546655,-5669.88290313354,632.659008031862,1,3341.76816990938,1661.73827812958,24.5064220892971,"Canada.BonifaceRiver.AB2","presence"
4632.89999368409,3161.99387302517,-5547.73509806941,638.112645472409,0,4134.09087525709,3183.41226500149,61.3208260186611,"USA.InteriorAlaska.BABBAGE","presence"
1296.65862424584,1197.20375091204,-1193.92841251261,1987.43977193108,0,922.597102296046,655.872411867414,-21.1226846035315,"nonveg_894","absence"
1398.94301308522,1697.94613002635,-2601.69319220541,1398.41805610457,0,767.626446436869,783.600672632762,5.8347888766296,"nonveg_561","absence"
1239.26342955857,781.668415627441,-1822.4985579382,1868.33279775076,0,811.43203358851,852.42734352482,34.0970937409928,"nonveg_926","absence"
4632.89999368409,3161.99387302517,-5547.73509806941,638.112645472409,0,4134.09087525709,3183.41226500149,61.3208260186611,"USA.InteriorAlaska.BABBAGE","presence"
924.330084922139,244.035431128577,-1481.76677361579,223.866580899144,0,210.678234186358,1193.15636986915,9.66740826004776,"nonveg_1654","absence"
1102.08616421711,-965.311166899267,224.132214147786,1138.32467820987,0,190.426922565198,1141.88818611929,14.2303874223612,"nonveg_842","absence"
5173.21354868318,4158.0724970858,-6401.12233174727,519.999850704484,0,2436.79553661029,1874.63841509324,9.04454506888554,"Norway.Javrresduottar.EC-Sphagnum","absence"
4807.43226396299,3057.05731924579,-5447.63321639194,712.200442142691,0,2780.56284197259,2285.47776582325,28.8129824742064,"Canada.DeceptionBay.BEGL2","presence"
5582.46213189311,3629.23370936156,-6307.48685074417,612.655752843773,1,3142.59463307525,2849.27661813287,46.7515222687407,"Sweden.Abisko.VJ-SalixShrub","presence"
4123.32445443865,3916.70001659469,-5187.95612108153,781.208939674393,0,2569.80050431916,564.979494100306,16.0162620873102,"Canada.Yukon.UPPERPALDO","presence"
3308.43178369331,2110.46165066559,-5083.94890775931,840.873462374782,0,1903.56693060921,1716.59082681683,22.186268601942,"Russia.Tiksi.LichenTundra","presence"
829.431810421759,919.506692723956,-1611.27056499928,958.89304334936,0,497.014076212469,832.191454723304,5.79626591361447,"nonveg_714","absence"
106.13238776667,-444.738093085643,-256.590263855495,1385.72094368661,0,-20.3004223480141,10544.421168668,-430.85490544404,"nonveg_1477","absence"
4702.36495132464,3189.39468446924,-4827.5012107149,713.777084819234,0,2425.07571607841,1094.96340914939,15.3301934866609,"Russia.Yamal.VaskinyDachi-3","presence"
5579.0364603067,4295.52009547142,-6137.192968019,464.655760499329,0,2441.33048367297,1856.56030157486,25.0954331437673,"Norway.Javrresduottar.EC-Hummock","presence"
4110.83079762084,3012.20597032348,-5442.09016407775,808.540472543922,0,3189.83912555343,902.14792885686,11.6496337243796,"USA.InteriorAlaska.AMSUMMIT","presence"
4426.14063265724,3148.66477925536,-5647.71865016721,734.498700206137,0,3269.92622943133,2513.61122694372,44.5999770093534,"USA.InteriorAlaska.LOWERQUARRY","presence"
3788.08947751372,3038.92123750302,-4733.42997458559,694.188848458067,0,1764.14680786729,1203.01008546673,21.7872838094007,"USA.InteriorAlaska.AUFEIS","presence"
4885.03392423063,4434.039982038,-6128.76866045278,544.618283834939,1,2689.23482958857,2439.654478386,37.3056443446706,"USA.InteriorAlaska.4","presence"
-1691.82772901205,-881.644238321841,6817.65299467916,487.92433235813,0,196.43803549281,558.406210625846,12.7211842104482,"nonveg_1637","absence"
1357.90312085198,2070.76614550585,-1550.25140879694,989.264159050909,0,832.837266009154,957.38738784137,-45.257796375985,"nonveg_606","absence"
4938.28944979964,3556.87170219475,-5815.83961346009,708.691990411567,0,2580.02671627924,1068.06527869717,18.6553485654753,"Russia.Yamal.OstrovBelyy-1","presence"
985.276087476125,1905.74623775287,-1854.30994342869,2135.61448794084,0,1031.2188770583,873.327990670657,-15.8051001949323,"nonveg_902","absence"
5094.6096168475,3904.78742589339,-6157.2601373957,746.878920397,0,3307.935665471,3509.06062611684,29.0801396752522,"USA.InteriorAlaska.BLOWRIVER","presence"
2584.49130543953,1527.43407991583,-3082.69290076383,1082.78552385049,0,1389.87738611309,649.177690488229,11.7467837251805,"USA.NorthSlope.HoweIsland-C13","presence"
3285.09606642753,1473.88354226151,-3729.81104929411,818.436967666657,0,2260.1583278,3259.35943502681,47.8667150912401,"Canada.KluaneLake.Quill-ShrubTundra","presence"
5388.71457456138,4470.86179284251,-6843.37587573887,615.969074891609,0,2807.97502542792,826.888993724063,6.26466546785992,"Norway.Javrresduottar.A-Sedge","absence"
582.719064951535,-277.672169449415,-1016.68477922551,1297.4559767714,0,59.8515364344468,451.429515903515,2.01739665900452,"nonveg_806","absence"
1227.16153650115,672.619561688707,-458.875191706782,1851.04699082324,0,383.248597573394,747.884757707994,-6.47306622507075,"nonveg_994","absence"
3788.08947751372,3038.92123750302,-4733.42997458559,694.188848458067,0,1764.14680786729,1203.01008546673,21.7872838094007,"USA.InteriorAlaska.AUFEIS","presence"
4808.52832613288,2541.35576232052,-6336.15115577838,740.828932161717,0,2574.49158192523,3269.54422990233,33.1531930965463,"Russia.Tiksi.WetFen","absence"
2015.79929306142,1741.4125077644,-2217.5517673799,541.015303603227,0,1805.59766565637,771.126007180575,-25.9135132894606,"nonveg_706","absence"
2717.41890351212,1780.99704223744,-1774.81270790576,478.228802250962,0,1220.5110635693,718.225253694805,-3.17815165534633,"nonveg_701","absence"
1147.53395886851,1358.83424480678,-1385.56523575037,1008.36967827423,0,250.570372834755,1053.50939213856,-49.1948007612204,"nonveg_535","absence"
5163.66152423274,3924.50610925076,-5877.0966102197,580.736585217258,0,2693.40074779021,1859.90635545269,12.9346774617155,"Canada.LeRoyLake.TDA4","presence"
-1691.82772901205,-881.644238321841,6817.65299467916,487.92433235813,0,196.43803549281,558.406210625846,12.7211842104482,"nonveg_1637","absence"
518.700298517798,381.529557719523,-1304.07276273623,1048.67164973867,0,353.967008489478,574.071657478515,3.1315528401431,"nonveg_923","absence"
39.4280464304297,-711.114359581967,486.563887681427,1580.68992360247,0,-62.2461120619786,1939.54735372992,2.79914213140364,"nonveg_592","absence"
397.115764354959,-2369.02439371484,-1212.3305141662,994.529887518838,0,89.9941481553103,1763.49984127165,24.813854485957,"nonveg_1834","absence"
5547.63858276266,3355.75919807883,-5669.22591929039,772.714933890915,0,2928.78152278662,1586.8028848164,37.9167148755214,"Russia.Tiksi.GraminoidTundra","presence"
4647.26960199489,3602.31203551895,-6091.22406644919,695.654926596705,0,3324.65003564135,2073.88544974698,17.7373264843773,"Russia.Yamal.VaskinyDachi-1","presence"
1076.74235130893,-108.746312115717,-13.5041204391769,2771.15628529136,0,269.158126467378,10237.9743592751,-409.518974371003,"nonveg_1241","absence"
4507.23400246799,3334.77305488747,-5892.8410173907,578.384070436169,0,2654.03072261263,1889.99359598065,28.0661842608007,"Canada.DaringLake.MediumBirch","presence"
131.246829222708,-308.483221050473,-825.006627658429,2686.88325418606,0,-124.793818022252,535.631777985989,7.05848736525291,"nonveg_558","absence"
5939.35172782738,3865.61366353681,-6076.73673785457,662.587444709141,0,2980.49868675956,1688.53611720337,28.8772419912185,"Sweden.Abisko.VJ-DryHeath","presence"
5027.96871299774,3422.59182210359,-5186.23516918812,738.544560782476,0,2611.76334286674,1603.17990822602,48.5812093401823,"Russia.Yamal.Laborovaya-2","presence"
3788.08947751372,3038.92123750302,-4733.42997458559,694.188848458067,0,1764.14680786729,1203.01008546673,21.7872838094007,"USA.InteriorAlaska.AUFEIS","presence"
1276.48707658361,1296.8774558037,-1776.50394859481,1869.82736452791,0,762.508544861164,668.338493866656,4.65172002296701,"nonveg_940","absence"
3314.39388857126,3383.12993054751,-4064.16887687594,736.029904651591,0,1455.75928583038,430.3974047135,1.59212666561575,"nonveg_529","absence"
32.4073617973,-184.835327359344,-2027.87496764577,1276.48596699112,0,537.362854248422,1028.42028796598,27.0636917885783,"nonveg_729","absence"
6182.33496352376,4928.28090323639,-5379.68703583016,448.009123552239,1,1648.11823443178,931.076142569168,21.6762577611742,"USA.InteriorAlaska.1","presence"
-2097.6680543034,-2715.13323475294,3918.1482178685,210.197053448278,0,-161.196525784418,1444.15833127861,49.0360848778961,"nonveg_1854","absence"
1417.42216661398,204.283714347607,-887.599390701393,1923.38763926428,0,93.5962051658025,1609.50005850522,-17.987151493641,"nonveg_677","absence"
1671.61915543513,-301.091452570665,-1573.42285608902,1555.47211223274,0,1023.60883349133,1618.09972306342,38.0009523968573,"nonveg_880","absence"
4193.73624900587,3221.46654591381,-5428.81391224377,715.090058587844,0,2751.10317278159,2124.15629882686,18.7531857825139,"USA.YukonKuskokwimDelta.4","absence"
5595.56445239998,2705.21928484631,-6107.98479841252,883.584478705583,0,2700.19988818182,3247.17797387364,57.226967219808,"Sweden.Abisko.KJ-SalixShrub","presence"
4848.28088805399,4862.08079203272,-5379.2190194156,582.397348281226,1,3143.07594094436,2290.35188764431,29.5897016627017,"Russia.Tazovsky.Burned44","presence"
4939.36651998889,3493.12392833077,-4571.65562522567,702.862160192081,0,2168.72800319861,1208.12748154567,-13.8989010932442,"Finland.Kevo.12","presence"
5621.85692308919,3368.92248968726,-6020.66204866943,666.119208897612,1,2397.66109547005,1159.90657996433,9.75756384262466,"Finland.Kilpisjarvi.19","presence"
4210.14707127826,2761.40643585495,-4876.16144449475,748.343795983368,0,1319.10993083283,1954.63043995664,57.48913058696,"USA.NorthSlope.Atqasuk","absence"
106.13238776667,-444.738093085643,-256.590263855495,1385.72094368661,0,-20.3004223480141,10544.421168668,-430.85490544404,"nonveg_1477","absence"
4569.84904988553,3170.24625717489,-5503.01204860096,717.522364935371,0,1780.38879665985,1918.95727247188,28.8305343529192,"Canada.CoutureLake.TDO4","presence"
5232.59191548556,3593.05341308643,-5824.85012260568,787.329341732761,0,2677.30775960027,1119.15669893365,0.258092686505539,"Canada.DeceptionBay.BEGL1","presence"
131.246829222708,-308.483221050473,-825.006627658429,2686.88325418606,0,-124.793818022252,535.631777985989,7.05848736525291,"nonveg_558","absence"
2263.06333184313,1462.81908793726,-2831.94513983597,1181.70133039985,0,1165.62299915377,793.683877656975,11.6196057088136,"Canada.BanksIsland.GreenCabin-C08","presence"
214.963431071887,482.047513940506,-2296.9947237621,2133.49092433041,0,540.540081602998,570.814463055758,8.24749274219559,"nonveg_916","absence"
3804.19413135054,3347.06034830612,-5153.67003237498,547.928717448774,0,1917.92218945104,1110.36334388834,41.1245682921607,"Canada.ChukotkaRiver.TH5","presence"
5573.61793812479,3868.34967245462,-5924.87934950897,751.766712071357,1,3699.57111756256,1777.69873546053,22.7916328629856,"USA.YukonKuskokwimDelta.2","presence"
1948.62665872727,1243.38524292464,-2357.3390819363,971.925392294313,0,660.331870417003,518.476206894269,3.68674704833022,"Canada.Ivujivik.TP10","presence"
4578.09876380674,3976.63084051871,-5730.86498896058,731.781627552053,0,3207.33117032494,1999.87918795146,27.9959451028136,"USA.InteriorAlaska.FRYINGPAN","absence"
5170.7786600492,4445.20402687945,-5102.11847826444,536.484832653708,1,2547.66990439511,822.575853815295,5.51792035081487,"Russia.Kolyma.T1","presence"
4848.28088805399,4862.08079203272,-5379.2190194156,582.397348281226,1,3143.07594094436,2290.35188764431,29.5897016627017,"Russia.Tazovsky.Burned44","presence"
5595.56445239998,2705.21928484631,-6107.98479841252,883.584478705583,0,2700.19988818182,3247.17797387364,57.226967219808,"Sweden.Abisko.KJ-SalixShrub","presence"
